,subjects,preprocessed,statement,bidirectional_statement
154,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,"['michigan', 'massachusetts', 'raised', 'bottle', 'deposit', 'longer', 'afford', 'program', 'redemption', 'high', 'profit']",pants-fire,false
155,"Whether you like to admit it or not, half our general revenue goes to education.","['like', 'admit', 'half', 'general', 'revenue', 'go', 'education']",true,true
156,Im the only one whos fought against developers draining the Everglades!,"['im', 'who', 'fought', 'developer', 'draining', 'everglades']",false,false
157,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,"['say', 'ron', 'johnson', 'call', 'social', 'security', 'ponzi', 'scheme', 'want', 'privatize', 'program']",half-true,true
158,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.","['state', 'city', 'type', 'policy', 'passed', 'referring', 'north', 'carolina', 'house']",half-true,true
159,Climate change is directly related to the growth of terrorism.,"['climate', 'change', 'directly', 'related', 'growth', 'terrorism']",barely-true,false
160,The jobs bill includes President Obamas tax on soup kitchens,"['job', 'includes', 'president', 'obamas', 'tax', 'soup', 'kitchen']",barely-true,false
161,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,"['say', 'obama', 'administration', 'spent', 'taxpayer', 'dollar', 'electric', 'car', 'finland', 'windmill', 'china']",barely-true,false
162,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,"['sarah', 'mayor', 'wasilla', 'tried', 'highly', 'respected', 'city', 'librarian', 'librarian', 'refused', 'consider', 'removing', 'library', 'book', 'sarah', 'wanted', 'removed']",half-true,true
163,"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.","['milwaukee', 'approves', 'reducing', 'maximum', 'forfeiture', 'marijuana', 'possession', 'city', 'different', 'bicycle', 'violation', 'higher', 'forfeiture']",half-true,true
164,We have more illegal immigrants here than we did five years ago.,"['illegal', 'immigrant', 'year', 'ago']",false,false
165,Says Rick Perry wrote a letter supporting Hillarycare.,"['say', 'rick', 'perry', 'wrote', 'letter', 'supporting', 'hillarycare']",barely-true,false
166,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,"['patent', 'trademark', 'office', 'received', 'zero', 'complaint', 'washington', 'redskin']",false,false
167,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.","['president', 'health', 'care', 'proposal', 'cause', 'american', 'premium', 'increased', 'decreased', 'hundred', 'million', 'people', 'lose', 'current', 'insurance', 'coverage']",pants-fire,false
168,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,"['mexican', 'immigrant', 'law', 'abiding', 'citizen', 'statistic']",mostly-true,true
169,Says Chris Christie vetoed a jobs package of 30 bills.,"['say', 'chris', 'christie', 'vetoed', 'job', 'package', 'bill']",half-true,true
170,There are already more American jobs in the solar industry than in coal mining.,"['american', 'job', 'solar', 'industry', 'coal', 'mining']",true,true
171,Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,"['say', 'illinois', 'gubernatorial', 'candidate', 'brady', 'priority', 'winning', 'primary', 'sponsor', 'mass', 'euthanize', 'sheltered', 'dog', 'cat', 'gas', 'chamber']",half-true,true
172,Barack Obama is in an economy thats only worsened since hes been president of the United States.,"['barack', 'obama', 'economy', 'thats', 'worsened', 'he', 'president', 'united', 'state']",half-true,true
173,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.","['romney', 'failed', 'action', 'sanctuary', 'city', 'massachusetts']",mostly-true,true
174,"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.","['say', 'new', 'jersey', 'nearly', 'job', 'pre', 'recession', 'peak', 'gov', 'chris', 'christie', 'new', 'jersey', 'trailed', 'rest', 'america', 'come', 'unemployment', 'consecutive', 'month']",half-true,true
175,Says Thomas Eric Duncan came into the United States with an elevated temperature.,"['say', 'thomas', 'eric', 'duncan', 'came', 'united', 'state', 'elevated', 'temperature']",false,false
176,We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,"['afghanistan', 'longer', 'foreign', 'land', 'conducting', 'war', 'nation', 'history']",mostly-true,true
177,Gas prices have gone up $2 since Obama took office.,"['gas', 'price', 'gone', 'obama', 'took', 'office']",half-true,true
178,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,"['webster', 'sponsored', 'create', 'form', 'marriage', 'trap', 'woman', 'abusive', 'relationship']",true,true
179,Says judges get better benefits at a lower cost than everybody else in the state.,"['say', 'judge', 'better', 'benefit', 'lower', 'cost', 'everybody', 'state']",true,true
180,There are a lot of casinos across the country that have gone bankrupt.,"['lot', 'casino', 'country', 'gone', 'bankrupt']",true,true
181,Small businesses create 70 percent of the jobs in America.,"['small', 'business', 'create', 'percent', 'job', 'america']",true,true
182,"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform","['senior', 'coverage', 'medicare', 'advantage', 'share', 'health', 'care', 'reform']",half-true,true
183,"Over 12,000 school kids were arrested in Florida. It makes Florida the nations leader in that area.","['school', 'kid', 'arrested', 'florida', 'make', 'florida', 'nation', 'leader', 'area']",half-true,true
184,If Texas were a country our economy would rank # 10...in the WORLD.,"['texas', 'country', 'economy', 'rank', 'world']",mostly-true,true
185,There are more oil rigs in operation in the United States than the rest of the world combined.,"['oil', 'rig', 'operation', 'united', 'state', 'rest', 'world', 'combined']",false,false
186,"Payday lenders profit from the poor by charging 1,000-plus percent interest.","['payday', 'lender', 'profit', 'poor', 'charging', 'plus', 'percent']",half-true,true
187,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.","['social', 'security', 'trust', 'fund', 'sound', 'function', 'time', 'change', 'pay', 'percent', 'benefit', 'people', 'earned']",half-true,true
188,It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,"['commitment', 'voter', 'seriously', 'incumbent', 'ohio', 'break', 'pledge', 'vote', 'ted', 'strickland', 'income', 'tax', 'hike', 'defeated', 'soundly', 'tuesday']",mostly-true,true
189,The Obama administration shut down the Amber Alert program because of the government shutdown.,"['obama', 'administration', 'shut', 'amber', 'alert', 'program', 'government', 'shutdown']",false,false
190,The Republicans have 2 percent of the Muslim vote.,"['republican', 'percent', 'muslim', 'vote']",mostly-true,true
191,"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!","['america', 'prison', 'population', 'exploding', 'america', 'greater', 'percentage', 'people', 'bar', 'nation', 'world']",mostly-true,true
192,"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.","['say', 'hearing', 'rep', 'gabrielle', 'giffords', 'suggested', 'gen', 'david', 'petraeus', 'army', 'emphasis', 'environmentally', 'damaging', 'method', 'like', 'stabbing', 'clubbing', 'enemy', 'force', 'order', 'minimize', 'carbon', 'output']",pants-fire,false
193,"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.","['single', 'republican', 'senator', 'blocked', 'raise', 'minimum', 'wage', 'receive', 'cost', 'living', 'adjustment', 'january']",half-true,true
194,"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.","['texas', 'new', 'male', 'baby', 'vote', 'day', 'jose']",true,true
195,Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.,"['marco', 'rubio', 'voted', 'authorizing', 'president', 'obama', 'strike', 'syria', 'assad', 'used', 'chemical', 'weapon', 'people']",mostly-true,true
196,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.","['cash', 'clunkers', 'program', 'got', 'local', 'junkyard', 'got', 'tow', 'house', 'going']",false,false
197,Not one Republican has the guts to recognize that climate change is real.,"['republican', 'gut', 'recognize', 'climate', 'change', 'real']",false,false
198,"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.","['people', 'work', 'longer', 'hour', 'lower', 'wage', 'new', 'income', 'go', 'percent']",half-true,true
199,David Dewhurst has a record of promoting an income tax.,"['david', 'dewhurst', 'record', 'promoting', 'income', 'tax']",pants-fire,false
200,Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,"['point', 'pleasant', 'beach', 'beach', 'privately', 'owned', 'operated', 'business', 'jenkinsons']",mostly-true,true
201,"In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there.","['past', 'year', 'percent', 'american', 'changed', 'mind', 'war', 'afghanistan', 'conclude']",barely-true,false
202,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.","['year', 'people', 'killed', 'mexico', 'border']",false,false
203,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,"['state', 'ohio', 'lowest', 'unemployment', 'rate', 'nation', 'right', 'leading', 'pack', 'term', 'job', 'creation']",barely-true,false
204,Says Obama health reform law denies millions access to affordable insurance.,"['say', 'obama', 'health', 'reform', 'law', 'denies', 'million', 'access', 'affordable', 'insurance']",false,false
205,Says HB2 hasnt moved the needle one iota on North Carolinas economy.,"['say', 'moved', 'needle', 'iota', 'north', 'carolina', 'economy']",barely-true,false
